psraid,sample,int_date,fcall,attempt,refusal,lang,version,cregion,state,density,usr,scregion,sstate,susr,igender,irace,llitext0,llitext,cpitext,form,form1,qs1,q1f1,q2f2,q3,q4a,q4b,q5a,q5b,q5cf1,q5df2,q9a,q9b,q9c,q9d,q9e,q14a,q14bf1,q14cf1,q14df1,q14ef2,q14ff2,q14gf2,q17a,q17b,q17c,q18a,q18b,q18c,q19,q20,q25,q26,q27,q28af1,q28bf2,q28cf2,q29,q30,q36a,q36bf1,q37f1,q37f1vb,Q37f1_OE1,Q37f1_OE2,q38,q40,q41,q42,q46a,q46b,q46cf1,q46df2,q47a,q47b,q47c,q47d,q48a,q48b,q48c,q48d,q48aa,q49,q50,q51,q52,q52vb,Q52_OE1,Q52_OE2,Q52_OE3,q53,q56a,q56b,q57,q58,q59,q60,q61,q62,q63f1,q69,q70f1a,q70f1avb,q70f1a_OE1,q70f1a_OE2,q70f1a_OE3,q71f2,q71f2vb,Q71f2_OE1,Q71f2_OE2,Q71f2_OE3,q72,sex,age,recage,recage2,educ2,receduc,hisp,race3m1,race3m2,race3m3,race3m4,racecmb,racethn,birth_hisp,usborn1a,lgbt,relig,chr,born,attend,q75,marital,q78,q79,parent,q80,q84,income,reg,party,partyln,ideo,teaparty3,hh1,hh3,ql1,ql1a,qc1,lc2,lc3,money2,phoneuse,phoneuse2,coweight,llweight,cweight,weight
100095.0,Landline,50113.0,130501.0,1.0,No,English,Initial Version,Midwest,Missouri,3.0,Urban,Midwest,Missouri,U,Female,White,Some important issues today,,,Form 2,,,,Wrong track,Disapprove,Don't know/Refused (VOL.),Disapprove,Not able to get things done,Not a strong leader,,Doesn't fight hard,Only a little,Only a little,Only a little,Some,Some,Completely rebuilt,,,,Major changes,Major changes,Works pretty well/Only minor changes,1. Poor people today have it easy because they can get government benefits without doing anything in return [OR],1. Homosexuality should be accepted by society [OR],1. The Islamic religion is more likely than others to encourage violence among its believers [OR],Democratic Party,Republican Party,Republican Party,Not working together,Barack Obama [OR],There should be a way for those who meet certain requirements to stay in the country legally,"Be able to apply for permanent residency, but not U.S. citizenship",Decreased,,Decreased,Kept at its present level,A lot,Like rewarding them for doing something wrong,Strongly favor,,,,,,Inevitable,Protect the right of Americans to own guns,"Not too likely, or","Yes, would",Favor,Favor,,Oppose,No,No,No,No,,,,,,Not at all,Too much,Should,,,,,,"No, nobody in household owns a gun",Very favorable,Very favorable,People are born gay or lesbian,"No, no conflict",Yes,A lot,No,Yes,,It Doesn't bother you to be around homosexuals [OR],,,,,,,,,,,Is not a sin,Female,72.0,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD...)",Coll+,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,"Yes, born in U.S. (includes Puerto Rico and Other U.S. Territories)","One: Heterosexual or straight,","Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",,"No, would not",A few times a year,Somewhat important,Married,,,No,Yes,,"100 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Republican,Moderate,Agree,2.0,2.0,"Yes, have cell phone",,,,All or almost all calls on a regular home phone,,"Dual/few, some cell",Dual from LL,1.310344827586207,2.0,,1.1379310344827587
100103.0,Landline,50113.0,130501.0,1.0,No,English,Initial Version,Northeast,New Jersey,Highest,Suburban,Northeast,New Jersey,S,Female,White,Some important issues today,,,Form 1,,,Satisfied,,Approve,Approve,Approve,Not able to get things done,Not a strong leader,Stands up for what he believes in,,Only a little,Only a little,Some,Some,Some,Works pretty well/Only minor changes,Works pretty well/Only minor changes,Works pretty well/Only minor changes,Major changes,,,,1. Poor people today have it easy because they can get government benefits without doing anything in return [OR],1. Homosexuality should be accepted by society [OR],2. The Islamic religion does not encourage violence more than others,Republican Party,Democratic Party,Republican Party,Not working together,Republican leaders in Congress,They should not be allowed to stay in the country legally [OR],,Increased,Increased,,,Not much,Like rewarding them for doing something wrong,Strongly favor,Strongly favor,,,,,Inevitable,Protect the right of Americans to own guns,"Not too likely, or","Yes, would",Favor,Favor,Oppose,,No,No,No,No,,,,,,Not at all,Right amount,Should,,,,,,"No, nobody in household owns a gun",Mostly favorable,Mostly favorable,People are born gay or lesbian,"No, no conflict",Yes,Some [OR],Yes,No,Not upset,It Doesn't bother you to be around homosexuals [OR],Answer given,DARREN HAZE,Darren Hayes,,,,,,,,Is not a sin,Male,24.0,18-24,18-29,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,"Yes, born in U.S. (includes Puerto Rico and Other U.S. Territories)","One: Heterosexual or straight,",Christian (VOL.),,"No, would not",Never,Somewhat important,Never been married,Yes,Yes,No,No,Yes,"$150,000 or more",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Moderate,Disagree,4.0,4.0,"Yes, have cell phone",,,,All or almost all calls on a cell phone,,Dual/most cell,Dual from LL,7.448275862068966,25.75,,3.8275862068965525
100116.0,Landline,50113.0,130501.0,1.0,No,English,Initial Version,Midwest,South Dakota,Lowest,Rural,Midwest,South Dakota,R,Female,White,Leading newspapers and TV stations around the country,,,Form 2,,,,Right direction,Don't know/Refused (VOL.),Approve,Disapprove,Able to get things done,A strong leader,,Fights hard,Some,Some,Some,Some,A lot,Completely rebuilt,,,,Works pretty well/Only minor changes,Major changes,Works pretty well/Only minor changes,2. Poor people have hard lives because government benefits Don't go far enough to help them live decently,1. Homosexuality should be accepted by society [OR],1. The Islamic religion is more likely than others to encourage violence among its believers [OR],Republican Party,Republican Party,Republican Party,Not working together,Barack Obama [OR],There should be a way for those who meet certain requirements to stay in the country legally,"Be able to apply for permanent residency, but not U.S. citizenship",Decreased,,Decreased,Kept at its present level,A lot,Like rewarding them for doing something wrong,Oppose,,,,,,Inevitable,Protect the right of Americans to own guns,Somewhat likely,"No, would not",Favor,Favor,,Oppose,No,No,No,No,,,,,,Somewhat,Right amount,Should,,,,,,"Yes, someone else",Mostly favorable,Mostly favorable,People are born gay or lesbian,"Yes, a little conflict",Yes,Some [OR],Yes,No,,It Doesn't bother you to be around homosexuals [OR],,,,,,,,,,,Is not a sin,Female,67.0,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),HS grad or less,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,"Yes, born in U.S. (includes Puerto Rico and Other U.S. Territories)","One: Heterosexual or straight,",Roman Catholic (Catholic),,"No, would not",A few times a year,Somewhat important,Married,,,No,Yes,,"40 to under $50,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Conservative,No opinion either way,2.0,2.0,"Yes, have cell phone",,,,Some on a cell phone and some on a regular home phone,,"Dual/few, some cell",Dual from LL,2.0689655172413794,3.166666666666667,,1.7931034482758623
100135.0,Landline,50113.0,130501.0,1.0,No,English,Initial Version,South,Texas,2.0,Suburban,South,Texas,S,Female,Black or African-American,Leading newspapers and TV stations around the country,,,Form 2,,,,Don't know/Refused (VOL.),Disapprove,Disapprove,Disapprove,Not able to get things done,Not a strong leader,,Fights hard,Some,Some,A lot,Some,Some,Major changes,,,,Works pretty well/Only minor changes,Works pretty well/Only minor changes,Major changes,1. Poor people today have it easy because they can get government benefits without doing anything in return [OR],2. Homosexuality should be discouraged by society,1. The Islamic religion is more likely than others to encourage violence among its believers [OR],Republican Party,Republican Party,Republican Party,Not working together,Barack Obama [OR],They should not be allowed to stay in the country legally [OR],,Kept at present level,,Kept at its present levels,Kept at its present level,A lot,Like rewarding them for doing something wrong,Oppose,,,,,,Inevitable,Protect the right of Americans to own guns,Not at all likely,"No, would not",Oppose,Oppose,,Oppose,No,No,No,No,,,,,,Somewhat,Right amount,Should not,,,,,,Don't know/Refused (VOL.),Don't know/Refused (VOL.),Don't know/Refused (VOL.),People are born gay or lesbian,"No, no conflict",No,,,,,It Doesn't bother you to be around homosexuals [OR],,,,,,Answer given,RESENT THE WAY THE MEDIA CRUSADES AND PUSHES IT ON EVERYONE,Public displays/Feel like being shoved in face,,,Don't know/Refused (VOL.),Male,61.0,55-64,50-64,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,"Yes, born in U.S. (includes Puerto Rico and Other U.S. Territories)","One: Heterosexual or straight,","Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",,"No, would not",Once a week,Very important,Never been married,No,No,No,No,,"20 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Conservative,No opinion either way,2.0,2.0,"Yes, have cell phone",,,,Some on a cell phone and some on a regular home phone,,"Dual/few, some cell",Dual from LL,2.344827586206897,5.083333333333333,,2.413793103448276
100141.0,Landline,50113.0,130501.0,1.0,No,English,Initial Version,Midwest,Wisconsin,3.0,Suburban,Midwest,Wisconsin,S,Male,Black or African-American,Some important issues today,,,Form 1,,,Satisfied,,Approve,Disapprove,Approve,Able to get things done,A strong leader,Stands up for what he believes in,,Some,Some,Some,Some,Some,Completely rebuilt,Completely rebuilt,Major changes,Works pretty well/Only minor changes,,,,2. Poor people have hard lives because government benefits Don't go far enough to help them live decently,1. Homosexuality should be accepted by society [OR],1. The Islamic religion is more likely than others to encourage violence among its believers [OR],Democratic Party,Democratic Party,Democratic Party,Not working together,Republican leaders in Congress,There should be a way for those who meet certain requirements to stay in the country legally,Be able to apply for U.S. citizenship [OR SHOULD THEY],Kept at present level,Kept at its present levels,,,Somewhat,Don't think of it this way,Strongly favor,Strongly favor,,,,,Inevitable,Control gun ownership,"Not too likely, or","No, would not",Favor,Favor,Oppose,,Yes,No,No,No,Yes,,,,"Yes, about background checks",A great deal,Too much,Should,,,,,,"No, nobody in household owns a gun",Very favorable,Mostly favorable,[VOL. DO NOT READ] Don't know/Refused,"No, no conflict",Yes,Some [OR],Yes,Yes,Not upset,It Doesn't bother you to be around homosexuals [OR],Answer given,TAMMY BALDWIN SENATOR OF THE STATE OF WISCOUSIN. MARK POCAN USA REPRESENATIVE OF WISCONSIN,Tammy Baldwin,Mark Pocan,,,,,,,Is not a sin,Female,72.0,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD...)",Coll+,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,"Yes, born in U.S. (includes Puerto Rico and Other U.S. Territories)","One: Heterosexual or straight,","Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",,"No, would not",A few times a year,Not too important,Widowed,Yes,No,No,Yes,,"20 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Very liberal,,2.0,2.0,"Yes, have cell phone",,,,All or almost all calls on a regular home phone,,"Dual/few, some cell",Dual from LL,1.2758620689655173,3.4166666666666665,,1.0689655172413794
100143.0,Landline,50313.0,130501.0,2.0,Yes,English,5/2 - changes,Midwest,South Dakota,Lowest,Rural,Midwest,South Dakota,R,Male,Black or African-American,Some important issues today,Male first,,Form 2,,,,Wrong track,Disapprove,Approve,Disapprove,Not able to get things done,Not a strong leader,,Fights hard,Only a little,Only a little,Some,Some,Some,Completely rebuilt,,,,Major changes,Works pretty well/Only minor changes,Works pretty well/Only minor changes,1. Poor people today have it easy because they can get government benefits without doing anything in return [OR],2. Homosexuality should be discouraged by society,1. The Islamic religion is more likely than others to encourage violence among its believers [OR],Republican Party,Republican Party,Republican Party,Not working together,Barack Obama [OR],There should be a way for those who meet certain requirements to stay in the country legally,"Be able to apply for permanent residency, but not U.S. citizenship",Kept at present level,,,,A lot,Like rewarding them for doing something wrong,Strongly oppose,,,,,,Inevitable,Protect the right of Americans to own guns,Not at all likely,"No, would not",Favor,Oppose,,Oppose,No,No,No,No,,,,,,Not at all,Right amount,Should not,Answer given,BECAUSE THE PEOPLE THAT SHOUDNT OWN GUNS ARE GOING TO BUY GUNS OTHER WAYS AND ITS THE GOOD CITIZENS WHO GO TO THE GUNS SHOWS AND GET THE BACKGROUND CHECK THE CRIMINALS DO NOT,Will not deter criminals/solve gun violence,,,Don't know/Refused (VOL.),Don't know/Refused (VOL.),Don't know/Refused (VOL.),Being gay or lesbian is just the way that some people choose to live?,"Yes, a lot of conflict",Yes,Only one or two,Don't know/Refused (VOL.),No,,It Doesn't bother you to be around homosexuals [OR],,,,,,Answer given,I AM A CHRISTIAN AND IN THE BIBLE IT SAYS ITS WRONG AND IT SAYS KIDS ARE BETTER IN A MAN WIFE HOUSEHOLD,Morally wrong,Bad for children/the family,,Is a sin,Female,86.0,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),HS grad or less,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,,"One: Heterosexual or straight,","Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",,"Yes, would",Once a week,Very important,Married,,,No,Yes,,"30 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Conservative,Agree,2.0,2.0,"Yes, have cell phone",,,,All or almost all calls on a regular home phone,,"Dual/few, some cell",Dual from LL,2.0689655172413794,3.166666666666667,,1.7931034482758623
100145.0,Landline,50113.0,130501.0,1.0,No,English,Initial Version,Midwest,Wisconsin,3.0,Suburban,Midwest,Wisconsin,S,Female,Black or African-American,Leading newspapers and TV stations around the country,,,Form 2,,,,Right direction,Approve,Disapprove,Disapprove,Able to get things done,A strong leader,,Fights hard,Don't know/Refused (VOL.),Some,Some,A lot,A lot,Major changes,,,,Don't know/Refused (VOL.),Major changes,Major changes,1. Poor people today have it easy because they can get government benefits without doing anything in return [OR],1. Homosexuality should be accepted by society [OR],1. The Islamic religion is more likely than others to encourage violence among its believers [OR],Don't know/Refused (VOL.),Don't know/Refused (VOL.),Democratic Party,Working together,,There should be a way for those who meet certain requirements to stay in the country legally,Be able to apply for U.S. citizenship [OR SHOULD THEY],Kept at present level,,Kept at its present levels,Decreased,A lot,Don't think of it this way,Favor,,,,,,Inevitable,Control gun ownership,"Not too likely, or","Yes, would",Favor,Favor,,Favor,No,Don't know/Refused (VOL.),No,No,,,,,,Not at all,Don't know/Refused (VOL.),Should,,,,,,"Yes, respondent",Mostly favorable,Mostly favorable,People are born gay or lesbian,"No, no conflict",Yes,Some [OR],Don't know/Refused (VOL.),No,,It Doesn't bother you to be around homosexuals [OR],,,,,,,,,,,Is not a sin,Female,74.0,65+,65+,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,"Yes, born in U.S. (includes Puerto Rico and Other U.S. Territories)","One: Heterosexual or straight,","Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",,"No, would not",Seldom,Not too important,Married,,,No,Yes,,Don't know/Refused (VOL.),Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Liberal [OR],No opinion either way,2.0,2.0,"Yes, have cell phone",,,,All or almost all calls on a regular home phone,,"Dual/few, some cell",Dual from LL,1.310344827586207,2.0,,1.1379310344827587
100149.0,Landline,50513.0,130501.0,5.0,Yes,Spanish,5/2 - changes,South,Texas,3.0,Urban,South,Texas,U,Female,Hispanic,Some important issues today,Female first,,Form 2,,,,Right direction,Disapprove,Approve,Approve,Able to get things done,A strong leader,,Fights hard,None at all,None at all,None at all,Only a little,None at all,Works pretty well/Only minor changes,,,,Works pretty well/Only minor changes,Works pretty well/Only minor changes,Works pretty well/Only minor changes,1. Poor people today have it easy because they can get government benefits without doing anything in return [OR],1. Homosexuality should be accepted by society [OR],2. The Islamic religion does not encourage violence more than others,Republican Party,Republican Party,Republican Party,Working together,,There should be a way for those who meet certain requirements to stay in the country legally,Be able to apply for U.S. citizenship [OR SHOULD THEY],Kept at present level,,,,A lot,Don't think of it this way,Favor,,,,,,Inevitable,Control gun ownership,Very likely,"No, would not",Favor,Favor,,Favor,No,No,No,No,,,,,,Not at all,Don't know/Refused (VOL.),Should,,,,,,"No, nobody in household owns a gun",Don't know/Refused (VOL.),Don't know/Refused (VOL.),Being gay or lesbian is just the way that some people choose to live?,"No, no conflict",Yes,Only one or two,No,No,,It Doesn't bother you to be around homosexuals [OR],,,,,,,,,,,Is not a sin,Male,20.0,18-24,18-29,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),HS grad or less,Yes,"Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)",,,,Some other race,Hispanic,Another country,,"One: Heterosexual or straight,",Roman Catholic (Catholic),,"No, would not",Seldom,Somewhat important,Never been married,Yes,No,Yes,,,"Less than $10,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Republican,Conservative,No opinion either way,6.0,4.0,"No, do not",No,,,,,LLO,LLO,7.448275862068966,25.75,,7.103448275862069
100153.0,Landline,50113.0,130501.0,1.0,No,English,Initial Version,South,Texas,3.0,Urban,South,Texas,U,Male,Black or African-American,Leading newspapers and TV stations around the country,,,Form 2,,,,Right direction,Approve,Disapprove,Disapprove,Able to get things done,Don't know/Refused (VOL.),,Fights hard,Some,Some,Only a little,Some,A lot,Works pretty well/Only minor changes,,,,Works pretty well/Only minor changes,Works pretty well/Only minor changes,Works pretty well/Only minor changes,2. Poor people have hard lives because government benefits Don't go far enough to help them live decently,1. Homosexuality should be accepted by society [OR],1. The Islamic religion is more likely than others to encourage violence among its believers [OR],Democratic Party,Democratic Party,Both equally (VOL.),Not working together,Republican leaders in Congress,There should be a way for those who meet certain requirements to stay in the country legally,Be able to apply for U.S. citizenship [OR SHOULD THEY],Kept at present level,,Don’t know/Refused (VOL.),Kept at its present level,Somewhat,Don't know/Refused (VOL.),Favor,,,,,,Inevitable,Protect the right of Americans to own guns,Very likely,"Yes, would",Favor,Favor,,Favor,No,No,No,No,,,,,,Somewhat,Right amount,Should,,,,,,"Yes, someone else",Don't know/Refused (VOL.),Don't know/Refused (VOL.),People are born gay or lesbian,"Yes, a lot of conflict",Yes,Only one or two,Yes,Don't know/Refused (VOL.),,It Doesn't bother you to be around homosexuals [OR],,,,,,,,,,,Don't know/Refused (VOL.),Female,89.0,65+,65+,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,"Yes, born in U.S. (includes Puerto Rico and Other U.S. Territories)","One: Heterosexual or straight,","Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",,"Yes, would",Once a week,Very important,Widowed,No,No,No,Yes,,Don't know/Refused (VOL.),Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,Conservative,,1.0,,"Yes, have cell phone",,,Some on a cell phone and some on a regular home phone,,,"Dual/few, some cell",Dual from LL,1.0,1.3333333333333335,,1.0
100161.0,Landline,50113.0,130501.0,1.0,No,English,Initial Version,Midwest,Minnesota,Highest,Suburban,Midwest,Minnesota,S,Female,White,Leading newspapers and TV stations around the country,,,Form 1,,,Dissatisfied,,Disapprove,Approve,Disapprove,Not able to get things done,Not a strong leader,Stands up for what he believes in,,Some,Some,Some,Some,A lot,Completely rebuilt,Major changes,Works pretty well/Only minor changes,Major changes,,,,1. Poor people today have it easy because they can get government benefits without doing anything in return [OR],1. Homosexuality should be accepted by society [OR],1. The Islamic religion is more likely than others to encourage violence among its believers [OR],Both equally (VOL.),Democratic Party,Democratic Party,Not working together,Barack Obama [OR],There should be a way for those who meet certain requirements to stay in the country legally,Be able to apply for U.S. citizenship [OR SHOULD THEY],Kept at present level,Kept at its present levels,,,A lot,Don't think of it this way,Strongly favor,Strongly favor,,,,,Inevitable,Protect the right of Americans to own guns,"Not too likely, or","Yes, would",Favor,Favor,Favor,,Yes,Yes,No,No,Yes,No,,,No,Not at all,Right amount,Should,,,,,,"Yes, someone else",Very favorable,Very favorable,People are born gay or lesbian,"Yes, a little conflict",Yes,Some [OR],Yes,No,Not upset,It Doesn't bother you to be around homosexuals [OR],Answer given,ELLEN DEGENERES,Ellen DeGeneres,,,,,,,,Is not a sin,Female,60.0,55-64,50-64,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",,,,White,"White, non-Hisp",,"Yes, born in U.S. (includes Puerto Rico and Other U.S. Territories)","One: Heterosexual or straight,","Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, etc.)",,"No, would not",Once a week,Very important,Married,,,No,Yes,,"100 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Conservative,Agree,2.0,2.0,"Yes, have cell phone",,,,Some on a cell phone and some on a regular home phone,,"Dual/few, some cell",Dual from LL,3.6896551724137936,9.416666666666666,,3.4482758620689657
